label,precision,recall,f1-score,support
admiration,0.6204,0.6538,0.6367,130
annoyance,0.733,0.8485,0.7865,165
disappointment,0.6203,0.5385,0.5765,91
disgust,0.0,0.0,0.0,2
gratitude,0.0,0.0,0.0,0
mentioned_only,0.7706,0.7964,0.7833,329
mixed_emotions,0.0,0.0,0.0,0
neutral,0.4737,0.1525,0.2308,59
satisfaction,0.4667,0.5091,0.487,110
accuracy,0.6783,0.6783,0.6783,0
macro avg,0.4094,0.3888,0.389,886
weighted avg,0.6669,0.6783,0.6658,886
