label,precision,recall,f1-score,support
admiration,0.5287,0.7077,0.6053,130
annoyance,0.6279,0.8182,0.7105,165
disappointment,0.5,0.2308,0.3158,91
disgust,0.0,0.0,0.0,2
gratitude,0.0,0.0,0.0,0
mentioned_only,0.7033,0.8359,0.7639,329
mixed_emotions,0.0,0.0,0.0,0
neutral,0.0,0.0,0.0,59
satisfaction,0.3968,0.2273,0.289,110
accuracy,0.6185,0.6185,0.6185,0
macro avg,0.3063,0.3133,0.2983,886
weighted avg,0.5563,0.6185,0.5731,886
