label,precision,recall,f1-score,support
admiration,0.6328,0.6231,0.6279,130
annoyance,0.743,0.8061,0.7733,165
disappointment,0.6933,0.5714,0.6265,91
disgust,0.0,0.0,0.0,2
gratitude,0.0,0.0,0.0,0
mentioned_only,0.8039,0.7599,0.7812,329
mixed_emotions,0.0,0.0,0.0,0
neutral,0.3269,0.2881,0.3063,59
satisfaction,0.4214,0.5364,0.472,110
accuracy,0.6682,0.6682,0.6682,0
macro avg,0.4024,0.3983,0.3986,886
weighted avg,0.675,0.6682,0.6696,886
