label,precision,recall,f1-score,support
admiration,0.6642,0.6846,0.6742,130
annoyance,0.75,0.8182,0.7826,165
disappointment,0.6092,0.5824,0.5955,91
disgust,0.0,0.0,0.0,2
gratitude,0.0,0.0,0.0,0
mentioned_only,0.788,0.7568,0.7721,329
mixed_emotions,0.0,0.0,0.0,0
neutral,0.4,0.1695,0.2381,59
satisfaction,0.4097,0.5364,0.4646,110
accuracy,0.6716,0.6716,0.6716,0
macro avg,0.4023,0.3942,0.3919,886
weighted avg,0.6698,0.6716,0.6661,886
